,state,county,votes,PST045214,PST040210,PST120214,POP010210,AGE135214,AGE295214,AGE775214,SEX255214,RHI125214,RHI225214,RHI325214,RHI425214,RHI525214,RHI625214,RHI725214,RHI825214,POP715213,POP645213,POP815213,EDU635213,EDU685213,VET605213,LFE305213,HSG010214,HSG445213,HSG096213,HSG495213,HSD410213,HSD310213,INC910213,INC110213,PVY020213,BZA010213,BZA110213,BZA115213,NES010213,SBO001207,SBO315207,SBO115207,SBO215207,SBO515207,SBO415207,SBO015207,MAN450207,WTN220207,RTN130207,RTN131207,AFN120207,BPS030214,LND110210,POP060210,score
1089,Nebraska,Saline,89,14252,14200,0.4,14200,6.9,24.2,15.0,49.2,93.4,1.6,1.4,2.1,0.4,1.1,23.0,72.8,83.1,11.2,20.5,83.4,15.1,912,19.7,5790,65.6,16.8,94400,5051,2.63,20407,44109,16.8,299,5716,3.6,784,603,0.0,0.0,0.0,0.0,0.0,22.4,951752,157004,102412,7410,11308,11,574.02,24.7,1322.25
1090,Nebraska,Sarpy,1620,172193,158840,8.4,158840,7.8,28.2,10.2,49.9,89.5,4.5,0.6,2.4,0.1,2.9,8.3,82.3,84.2,5.4,8.2,94.9,36.2,18098,20.3,65910,70.6,18.9,162400,59606,2.71,30189,69965,6.6,3337,44160,5.4,9443,11983,2.3,0.0,3.1,0.0,2.0,28.0,587723,3005930,2285801,15630,160273,1276,238.99,664.6,1322.25
1091,Nebraska,Saunders,181,20919,20780,0.7,20780,6.2,24.9,17.4,49.4,97.6,0.5,0.4,0.4,0.0,1.0,2.2,95.7,89.6,1.3,4.4,93.3,24.4,1883,26.8,9418,79.1,8.9,147600,8142,2.52,30039,59870,8.0,524,3681,4.5,1710,1838,0.0,0.0,0.0,0.0,0.0,14.7,0,147778,148986,7398,9218,56,750.23,27.7,1322.25
1092,Nebraska,Scotts Bluff,206,36465,36970,-1.4,36970,6.8,24.5,17.7,51.6,93.7,0.9,3.0,0.8,0.1,1.4,22.7,73.6,84.3,4.3,12.5,87.1,20.0,3008,15.8,16332,67.7,15.9,102600,14690,2.45,23220,43444,13.7,1078,12304,-4.4,2456,3676,0.0,0.0,0.0,0.0,0.0,27.9,177862,0,519759,14283,52919,29,739.4,50.0,1322.25
1093,Nebraska,Seward,121,17150,16750,2.4,16750,5.9,23.2,16.6,48.9,97.3,0.5,0.4,0.5,0.0,1.2,2.3,95.3,84.8,1.2,3.0,91.9,26.1,1113,20.6,6997,73.5,12.3,142600,6165,2.51,28359,59435,8.8,439,5441,0.3,1255,1276,0.0,0.0,0.0,0.0,0.0,27.8,0,127056,109761,6662,13537,71,571.43,29.3,1322.25
1094,Nebraska,Sheridan,16,5259,5469,-3.8,5469,4.9,22.6,23.4,51.0,85.5,0.4,10.3,0.3,0.2,3.4,4.6,82.7,91.8,1.4,3.0,89.8,22.6,536,16.1,2905,69.5,6.8,65800,2380,2.22,22551,38548,16.0,168,1037,1.1,458,520,0.0,5.4,0.0,0.0,0.0,0.0,0,64763,50250,9302,2876,1,2440.86,2.2,1322.25
1095,Nebraska,Sherman,21,3074,3152,-2.5,3152,5.1,20.9,26.1,50.7,98.5,0.2,0.2,0.3,0.0,0.8,1.9,96.6,93.8,0.4,2.5,90.1,17.7,256,26.1,1939,81.2,3.4,82000,1369,2.24,24837,41835,13.5,81,510,-19.3,263,0,0.0,0.0,0.0,0.0,0.0,0.0,0,11258,35456,12043,2145,3,565.83,5.6,1322.25
1096,Nebraska,Sioux,9,1303,1311,-0.6,1311,5.4,21.6,21.1,49.4,96.6,0.2,1.3,0.2,0.0,1.8,4.8,92.5,96.4,2.6,0.9,91.2,27.0,130,20.2,821,77.4,1.2,86500,553,2.22,31517,42014,9.3,13,35,-2.8,114,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,3,2066.74,0.6,1322.25
1097,Nebraska,Stanton,35,6069,6129,-1.0,6129,6.0,25.9,15.0,49.6,97.1,0.9,0.7,0.1,0.0,1.2,4.8,92.9,88.4,1.6,3.8,91.8,17.7,317,17.6,2638,81.7,4.9,98900,2336,2.62,23131,51493,8.5,108,0,0.0,472,596,0.0,0.0,0.0,0.0,0.0,0.0,0,0,33003,5201,1630,22,427.95,14.3,1322.25
1098,Nebraska,Thayer,18,5230,5228,0.0,5228,5.2,21.9,24.7,51.1,97.8,0.4,0.2,0.3,0.0,1.1,2.2,95.7,89.7,0.9,2.0,91.4,16.3,477,14.5,2742,79.6,6.7,61200,2343,2.15,26965,44422,13.4,208,1962,8.7,419,532,0.0,0.0,0.0,0.0,0.0,0.0,0,98568,54943,10654,1858,9,573.81,9.1,1322.25
1099,Nebraska,Thomas,0,687,647,6.2,647,8.3,23.3,19.8,47.0,98.5,0.1,0.4,0.3,0.0,0.6,1.7,96.8,95.0,3.3,3.0,94.5,22.7,73,16.5,401,73.7,1.4,79200,323,2.27,30116,55089,7.7,21,143,-9.5,82,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,987,0,713.24,0.9,1322.25
1100,Nebraska,Thurston,27,6969,6940,0.4,6940,10.1,35.6,12.1,50.6,40.3,0.6,56.4,0.3,0.0,2.3,4.5,38.4,89.4,1.0,7.3,86.3,15.8,400,16.7,2417,67.0,9.9,68500,2050,3.33,17106,41400,26.9,122,1282,-8.8,294,302,0.0,0.0,0.0,0.0,0.0,0.0,0,114984,54072,7443,0,2,393.58,17.6,1322.25
1101,Nebraska,Valley,22,4204,4260,-1.3,4260,5.4,23.0,23.9,50.2,98.5,0.2,0.1,0.3,0.0,0.9,2.2,96.4,90.0,1.6,4.2,93.9,17.8,383,13.4,2277,74.7,10.4,78100,1893,2.21,23227,40445,15.2,182,1403,7.9,409,439,0.0,0.0,0.0,0.0,0.0,0.0,0,48396,66843,15780,2656,11,568.05,7.5,1322.25
1102,Nebraska,Washington,140,20258,20234,0.1,20234,5.4,23.8,16.0,50.0,97.4,0.8,0.3,0.3,0.1,1.2,2.5,95.2,87.9,1.0,1.9,95.0,28.9,1809,22.4,8408,78.1,13.0,169700,7647,2.57,29328,65409,7.7,559,6263,-4.9,1521,2164,0.0,0.0,0.0,0.0,0.0,22.1,724196,211443,642646,32377,12507,71,389.96,51.9,1322.25
1103,Nebraska,Wayne,52,9431,9595,-1.7,9595,5.7,19.5,14.1,49.2,95.3,1.9,0.7,0.6,0.1,1.3,5.6,90.4,77.3,3.5,5.5,94.0,33.1,802,14.7,3841,64.5,18.8,103200,3401,2.41,24448,52147,15.0,252,3178,2.4,587,838,0.0,0.0,0.0,0.0,0.0,0.0,180043,51935,79455,8580,9314,35,442.92,21.7,1322.25
1104,Nebraska,Webster,8,3658,3812,-4.0,3812,5.8,21.7,23.0,51.3,96.5,0.7,0.2,0.2,0.4,2.0,4.6,92.1,87.6,1.7,2.4,91.1,17.2,330,17.1,1902,79.2,4.0,67300,1548,2.34,21423,41045,15.5,89,657,-1.1,294,523,0.0,0.0,0.0,0.0,0.0,0.0,0,58861,23738,6642,0,4,574.91,6.6,1322.25
1105,Nebraska,Wheeler,3,766,818,-6.4,818,6.4,20.1,21.9,49.3,98.8,0.0,0.1,0.5,0.0,0.5,0.9,97.9,95.2,1.6,0.0,95.2,17.5,71,14.0,576,71.2,1.4,87100,379,2.29,25898,38807,16.0,21,100,9.9,96,27,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,575.18,1.4,1322.25
1106,Nebraska,York,73,13917,13665,1.8,13665,6.6,22.6,18.5,51.3,95.7,1.6,0.7,0.6,0.1,1.3,4.9,91.3,81.6,1.6,5.0,94.2,24.9,1185,12.9,6284,69.3,16.5,108500,5501,2.36,28207,49633,8.9,515,5939,-1.8,1024,1509,0.0,0.0,0.0,0.0,0.0,25.6,353197,239094,241319,16968,28903,16,572.51,23.9,1322.25
1107,Nevada,Carson City,83,54522,55274,-1.4,55274,5.2,20.5,19.2,48.9,89.5,2.2,2.7,2.3,0.3,2.9,22.8,68.8,79.1,11.0,19.4,86.4,20.1,6232,16.6,23464,58.1,26.7,198900,21186,2.5,26264,51957,16.2,1935,20226,-5.9,4878,8470,0.6,0.6,3.1,0.0,5.2,20.0,621630,0,991506,18025,127696,35,144.66,382.1,4590.75
1108,Nevada,Churchill,46,23989,24877,-3.6,24877,6.5,23.3,18.0,49.4,85.2,2.2,5.2,3.1,0.3,4.1,13.3,74.3,78.0,5.9,11.4,89.2,16.8,3528,18.2,10686,61.9,14.0,153300,9253,2.61,24716,49830,15.0,485,5159,5.9,1130,1601,0.0,4.1,0.0,0.0,0.0,26.4,0,33256,265255,10725,33010,38,4930.46,5.0,4590.75
1109,Nevada,Clark,3920,2069681,1951269,6.1,1951269,6.4,23.8,13.3,50.0,72.2,11.6,1.2,9.9,0.8,4.3,30.3,45.3,76.8,21.8,33.4,83.9,22.1,151360,24.1,863010,54.4,33.4,165000,710058,2.75,26217,52873,15.1,40969,767816,3.5,141658,152145,5.2,0.7,9.8,0.3,9.4,29.3,7180673,11493073,26676633,14509,24857836,10036,7891.43,247.3,4590.75
1110,Nevada,Douglas,72,47536,46997,1.1,46997,4.1,18.2,24.5,49.8,92.0,0.9,2.3,1.7,0.2,2.9,12.2,81.3,86.0,6.3,9.0,92.7,25.7,5677,24.6,23776,71.8,12.5,271400,19455,2.4,34123,60100,10.2,1596,15974,3.9,4996,6722,0.0,0.0,2.6,0.0,3.2,27.4,751816,0,670386,14645,680439,156,709.72,66.2,4590.75
1111,Nevada,Elko,48,52766,48942,7.8,48818,7.2,28.1,9.2,47.9,88.6,1.5,6.1,1.1,0.3,2.5,24.2,67.1,86.0,9.3,16.2,83.2,16.4,4038,30.3,20511,70.1,15.9,184300,17599,2.8,28358,70238,8.8,1098,20724,-0.5,2327,2947,1.4,2.0,2.7,0.0,0.0,28.0,0,0,791435,16842,474078,350,17169.83,2.8,4590.75
1112,Nevada,Esmeralda,15,822,784,4.8,783,3.2,17.0,26.0,43.4,89.9,1.9,4.9,0.5,0.0,2.8,19.2,71.2,86.5,13.1,15.3,83.3,13.9,108,17.2,829,55.5,14.9,81400,479,2.0,20862,30284,22.3,14,0,0.0,59,75,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,3581.88,0.2,4590.75
1113,Nevada,Eureka,19,2018,1987,1.6,1987,6.9,23.0,15.0,46.5,92.0,1.2,2.9,1.0,0.1,2.7,13.8,80.2,87.1,1.6,0.7,89.2,24.7,193,14.8,1043,65.8,6.1,117400,733,2.43,28056,64632,13.9,45,1765,11.4,117,78,0.0,0.0,0.0,0.0,0.0,0.0,0,0,16289,10605,2239,0,4175.68,0.5,4590.75
1114,Nevada,Humboldt,53,17279,16525,4.6,16528,7.8,27.3,10.6,47.8,90.0,1.2,5.0,0.9,0.3,2.6,26.1,66.5,82.3,12.6,19.2,82.9,12.6,1334,31.1,7275,70.7,9.2,147400,6314,2.63,26515,59472,12.3,406,7123,-1.5,865,1115,0.0,0.0,0.0,0.0,0.0,23.6,0,71463,333593,18936,52022,20,9640.76,1.7,4590.75
1115,Nevada,Lander,48,6009,5775,4.1,5775,8.1,26.8,13.2,49.0,90.4,0.9,5.6,0.9,0.0,2.1,23.9,69.5,81.2,11.2,19.6,81.1,12.0,530,28.1,2628,78.5,2.7,103300,2010,2.87,29800,72742,9.3,96,1499,-2.0,257,261,0.0,0.0,0.0,0.0,0.0,19.5,0,0,54981,10812,5362,7,5490.11,1.1,4590.75
1116,Nevada,Lincoln,25,5184,5345,-3.0,5345,4.0,22.7,19.8,46.0,91.9,3.5,1.4,0.8,0.3,2.2,7.7,85.0,88.7,3.0,2.9,82.7,16.3,591,28.6,2730,62.9,9.3,140600,1969,2.51,22879,40143,17.3,87,611,-8.0,280,409,0.0,0.0,0.0,0.0,0.0,32.3,0,0,31053,6970,0,12,10633.2,0.5,4590.75
1117,Nevada,Lyon,88,51789,51980,-0.4,51980,5.3,22.4,19.7,49.4,90.1,1.3,3.2,1.7,0.3,3.4,15.8,76.3,81.3,7.2,12.9,84.3,16.7,6101,30.8,22399,70.3,8.1,133400,19278,2.65,21757,46137,15.0,771,10812,23.5,2522,3857,1.6,0.0,0.0,0.0,7.6,29.1,573568,0,371385,7100,35040,140,2001.19,26.0,4590.75
1118,Nevada,Mineral,34,4500,4772,-5.7,4772,6.1,19.1,25.1,51.3,71.6,4.6,16.9,2.5,0.2,4.2,10.8,65.1,81.9,4.7,8.0,88.1,11.0,813,12.6,2794,71.7,13.3,95500,2147,2.13,23146,35017,20.5,59,1080,-3.6,174,342,0.0,0.0,0.0,0.0,0.0,32.5,0,0,0,0,20183,1,3752.84,1.3,4590.75
1119,Nevada,Nye,65,42282,43945,-3.8,43946,4.3,18.0,27.9,49.5,90.1,2.7,2.0,1.8,0.5,3.0,14.4,77.5,82.3,8.0,11.3,83.3,12.3,7469,26.5,21783,70.9,6.7,112600,18046,2.38,21838,39876,18.9,643,6647,-7.0,2187,3179,0.0,0.0,3.8,0.0,0.0,29.3,0,0,396798,9004,88105,0,18181.92,2.4,4590.75
1120,Nevada,Pershing,33,6698,6753,-0.8,6753,4.6,18.5,13.8,36.7,87.4,4.2,4.4,1.2,0.3,2.5,23.3,66.5,77.6,11.1,19.9,78.9,10.5,725,22.6,2416,66.3,10.8,138100,2091,2.34,18203,52101,18.0,74,1081,7.6,206,223,0.0,0.0,0.0,0.0,0.0,0.0,0,0,43044,6751,9241,2,6036.56,1.1,4590.75
1121,Nevada,Storey,31,3912,4010,-2.4,4010,2.2,12.5,27.8,48.0,91.8,1.6,2.0,2.1,0.4,1.9,7.8,84.6,89.7,3.9,5.5,93.9,21.5,630,26.6,1985,93.8,2.6,167700,1843,2.14,33472,61573,11.0,81,571,0.0,259,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,6765,1580,4780,6,262.92,15.3,4590.75
1122,Nevada,Washoe,1015,440078,421427,4.4,421407,6.0,22.4,14.6,49.7,85.3,2.6,2.1,5.8,0.7,3.3,23.5,64.2,78.3,14.9,22.9,86.9,27.3,36058,21.5,187142,58.0,28.5,203300,163198,2.57,28670,53040,15.1,11477,167121,2.2,29629,40200,1.0,0.6,4.6,0.0,5.2,27.1,0,6317686,6667427,16409,2399394,2210,6302.37,66.9,4590.75
1123,Nevada,White Pine,46,10034,10030,0.0,10030,6.3,21.5,15.1,42.7,86.8,4.8,4.7,1.1,0.2,2.5,14.9,73.5,83.0,2.4,5.9,86.0,13.8,1168,21.4,4436,70.9,6.8,113800,3357,2.74,24435,48586,12.9,185,2639,-7.5,500,893,0.0,0.0,0.0,0.0,0.0,0.0,0,0,88805,9748,22035,3,8875.65,1.1,4590.75
1124,North Carolina,Alamance,5755,155792,151241,3.0,151131,5.8,22.9,16.1,52.3,75.5,19.5,1.4,1.6,0.1,1.9,12.1,65.7,85.3,7.6,11.8,83.0,21.7,10719,23.3,68102,67.1,17.0,137000,60139,2.46,23166,43043,18.3,3162,50672,0.2,9280,11125,8.7,0.0,2.3,0.0,0.0,27.1,3163071,655841,1968813,13595,219415,606,423.94,356.5,1671.5
1125,North Carolina,Alexander,1123,37392,37193,0.5,37198,5.0,21.0,18.9,49.2,91.2,5.9,0.4,1.1,0.0,1.3,4.4,87.3,91.2,2.6,5.0,79.3,11.7,2507,24.3,16170,77.5,3.8,121300,14101,2.57,20440,40637,17.2,559,6812,-1.5,2266,3007,0.0,0.0,0.0,0.0,0.0,21.4,604762,49756,216769,5957,22587,53,259.99,143.1,1671.5
1126,North Carolina,Alleghany,571,10879,11155,-2.5,11155,4.3,18.1,24.5,50.3,95.4,1.9,0.5,0.8,0.0,1.4,9.5,87.0,94.6,6.0,8.0,79.4,18.3,781,27.3,8139,76.3,4.5,156100,4793,2.26,19510,35170,19.8,248,2167,5.9,919,1214,0.0,0.0,0.0,0.0,0.0,31.1,109160,1549,73665,6719,11251,17,235.06,47.5,1671.5
1127,North Carolina,Anson,914,25765,26948,-4.4,26948,4.9,20.4,16.4,48.2,48.1,48.6,0.8,1.1,0.1,1.3,3.5,45.5,86.0,3.0,4.9,76.3,10.2,1993,24.8,11514,68.6,5.5,79400,9686,2.52,16752,33870,24.2,386,5089,2.7,1278,1409,28.0,0.0,0.0,0.0,0.0,30.2,0,153485,180010,7145,0,33,531.45,50.7,1671.5
1128,North Carolina,Ashe,1205,27126,27281,-0.6,27281,4.7,18.6,23.6,50.4,97.2,1.0,0.3,0.5,0.0,1.0,5.3,92.4,92.6,4.2,4.6,81.4,19.5,2320,26.6,17468,76.9,5.1,150900,11839,2.26,20838,35951,21.1,514,5356,-5.5,2370,3367,0.0,0.0,0.0,0.0,0.0,0.0,206294,55866,292410,11474,22621,75,426.14,64.0,1671.5
1129,North Carolina,Avery,425,17773,17795,-0.1,17797,3.9,16.1,20.3,45.5,93.6,4.4,0.5,0.6,0.0,0.8,4.7,89.2,83.3,3.4,6.0,81.5,20.4,1417,22.1,14027,76.1,16.5,140800,7122,2.17,21598,36969,18.0,503,4410,5.7,1660,2241,0.0,0.0,0.0,0.0,0.0,18.5,0,41596,197646,11084,33556,44,247.09,72.0,1671.5
1130,North Carolina,Beaufort,1840,47585,47773,-0.4,47759,5.4,21.2,21.6,51.9,71.8,25.3,0.9,0.6,0.1,1.3,7.5,66.0,91.7,4.6,6.2,81.7,18.3,3994,24.5,25392,70.1,7.9,117000,19266,2.44,21636,40429,21.0,1085,12898,0.1,3243,4127,0.0,0.0,0.0,0.0,0.0,31.1,1215635,285445,573361,12504,49915,170,827.19,57.7,1671.5
1131,North Carolina,Bertie,756,20106,21293,-5.6,21282,4.4,18.8,19.8,49.9,36.2,61.4,0.5,0.6,0.1,1.1,1.7,35.2,91.1,1.0,2.1,72.6,10.6,1199,26.2,9745,75.3,2.7,79100,7629,2.58,17096,30768,23.4,320,4511,-3.1,905,1642,23.6,0.0,0.0,0.0,0.0,0.0,0,51247,93015,4780,5618,20,699.27,30.4,1671.5
1132,North Carolina,Bladen,1524,34657,35190,-1.5,35190,5.1,21.6,18.7,51.8,60.7,34.6,2.9,0.3,0.0,1.5,7.7,54.6,92.4,4.6,6.4,74.7,10.5,2164,25.5,17622,67.8,5.4,81800,14256,2.4,19154,30164,25.8,507,10469,0.6,1781,1728,0.0,3.5,0.0,0.0,0.0,38.3,1530894,174218,196691,6086,23299,80,874.33,40.2,1671.5
1133,North Carolina,Brunswick,4252,118836,107431,10.6,107431,4.5,17.2,27.0,51.4,85.4,11.2,0.9,0.7,0.1,1.7,4.8,81.4,86.0,4.2,6.3,86.3,25.1,13400,23.3,81416,76.4,10.9,186600,47600,2.3,26839,46438,16.6,2300,23411,3.7,9436,12223,4.7,0.0,1.1,0.0,2.2,27.6,0,206726,1004231,10070,150576,1973,846.97,126.8,1671.5
1134,North Carolina,Buncombe,30913,250539,238307,5.1,238318,5.3,19.4,18.1,52.0,89.6,6.5,0.5,1.2,0.2,2.0,6.5,83.7,83.9,5.7,7.4,89.0,33.8,20486,20.6,115680,64.5,18.2,191200,100838,2.33,26159,44713,17.1,7399,101093,2.8,23896,29566,1.7,0.0,1.3,0.0,1.4,27.9,3211724,1162902,3597871,15862,684287,1312,656.67,362.9,1671.5
1135,North Carolina,Burke,3460,89486,90914,-1.6,90912,4.8,19.9,18.4,50.1,86.4,6.8,0.8,3.7,0.7,1.6,5.8,82.1,87.7,5.1,8.8,76.7,16.6,6383,21.2,40656,71.8,8.9,110900,34664,2.53,19701,37263,20.0,1446,21453,-0.9,5098,6778,4.3,0.0,0.0,0.0,0.0,23.8,2271177,289487,661178,7443,107721,94,507.1,179.3,1671.5
1136,North Carolina,Cabarrus,6931,192103,178182,7.8,178011,6.3,26.2,12.5,51.2,77.4,17.1,0.7,2.8,0.1,2.0,10.0,69.0,87.9,7.6,10.6,86.4,25.1,12361,26.4,75521,73.1,13.3,167800,64713,2.78,25247,53551,13.2,4020,57722,2.0,13106,14369,6.8,0.0,0.0,0.0,2.6,24.9,0,1412323,2807782,17253,321521,1554,361.75,492.1,1671.5
1137,North Carolina,Caldwell,2108,81484,83029,-1.9,83029,5.1,21.1,17.8,50.6,92.1,5.1,0.6,0.7,0.1,1.4,5.0,88.0,87.4,2.7,4.7,75.7,12.5,5602,23.3,37590,71.9,10.0,105800,31417,2.59,19228,34357,19.5,1337,18142,-0.3,4847,7021,1.7,0.0,0.0,0.0,0.0,22.5,1558433,236848,648606,8173,63694,164,471.57,176.1,1671.5
1138,North Carolina,Camden,298,10331,9980,3.5,9980,4.5,23.9,14.9,49.9,82.2,12.6,0.5,2.5,0.0,2.2,2.6,80.1,86.4,3.1,4.4,86.3,18.8,1087,34.7,4146,86.4,2.0,220200,3580,2.79,25620,56607,6.0,110,554,-0.2,631,707,0.0,0.0,0.0,0.0,0.0,0.0,0,9534,26999,2864,1385,20,240.56,41.5,1671.5
1139,North Carolina,Carteret,2694,68811,66469,3.5,66469,4.5,18.4,21.8,50.7,89.7,6.2,0.6,1.2,0.1,2.1,4.3,86.2,84.2,3.4,4.7,88.3,23.9,9062,23.5,48898,70.2,18.5,199200,29158,2.27,27496,46534,14.4,1915,17456,-1.1,6121,9110,0.9,0.0,1.4,0.0,0.0,19.1,292219,254299,979612,15467,151047,230,506.25,131.3,1671.5
1140,North Carolina,Caswell,885,23082,23719,-2.7,23719,4.7,19.0,19.6,49.2,64.0,33.5,0.6,0.3,0.0,1.6,3.6,61.2,85.2,1.7,3.2,73.2,9.0,1441,32.5,10607,71.8,3.0,98900,8813,2.51,17975,35315,22.6,238,1592,-6.9,1093,1647,0.0,0.0,0.0,0.0,0.0,22.5,0,0,52986,2281,5410,23,424.92,55.8,1671.5
1141,North Carolina,Catawba,4561,154534,154356,0.1,154358,5.7,23.0,16.2,50.9,84.7,8.9,0.5,4.1,0.1,1.7,8.9,76.8,88.4,7.1,10.9,82.3,21.0,11011,22.4,67762,71.1,15.7,133000,58533,2.6,23232,44332,15.2,4050,75940,-0.4,10209,14417,0.0,0.5,1.9,0.0,0.0,26.3,6291105,4087319,2683077,17251,272070,283,398.72,387.1,1671.5
1142,North Carolina,Chatham,5510,68698,63494,8.2,63505,4.8,20.3,23.6,52.1,82.2,13.1,1.2,1.8,0.1,1.5,12.8,71.4,88.2,10.0,14.9,85.8,36.4,5598,26.6,29976,79.9,6.3,211400,26017,2.46,31175,57091,12.4,1304,12754,2.6,5496,5813,0.0,0.0,0.0,0.0,0.0,27.1,1129694,128681,559438,9113,39556,587,682.19,93.1,1671.5
1143,North Carolina,Cherokee,1021,27141,27444,-1.1,27444,4.4,17.9,26.7,51.3,93.8,1.6,1.4,0.7,0.1,2.4,2.8,91.6,90.2,2.7,4.2,81.9,16.7,2740,22.3,17690,82.1,3.3,145000,10722,2.5,18340,34432,17.9,586,5797,-6.7,2099,2815,1.0,0.0,0.0,0.0,0.0,28.0,265366,60509,404019,15242,36834,94,455.43,60.3,1671.5
1144,North Carolina,Chowan,470,14572,14793,-1.5,14793,5.4,21.1,22.4,52.4,63.2,34.2,0.5,0.7,0.2,1.2,3.2,60.8,84.0,4.4,4.1,79.7,20.1,1221,26.6,7260,66.4,10.3,129100,5945,2.42,19240,34420,29.0,362,3724,-4.8,936,1519,0.0,0.0,0.0,0.0,0.0,0.0,341652,38519,136106,9235,19538,17,172.47,85.8,1671.5
1145,North Carolina,Clay,355,10581,10587,-0.1,10587,4.3,17.8,28.2,50.8,96.8,1.1,0.4,0.2,0.0,1.4,3.0,94.0,90.5,3.4,2.5,86.9,20.6,1365,20.5,7220,80.7,5.2,154700,4431,2.37,22081,38828,24.3,200,1441,-0.4,1029,1367,0.0,0.0,0.0,0.0,0.0,0.0,0,0,133702,13167,7417,43,214.75,49.3,1671.5
1146,North Carolina,Cleveland,3104,97076,98083,-1.0,98078,5.7,22.3,17.1,51.8,76.1,20.9,0.3,1.0,0.0,1.6,3.1,73.5,88.2,2.4,4.0,82.0,16.3,6802,23.5,43264,68.0,9.9,106100,37760,2.53,20062,38989,19.3,1926,28081,1.4,5366,7891,7.7,0.0,1.4,0.0,2.0,22.8,2229759,1247018,928777,9448,96647,128,464.25,211.3,1671.5
1147,North Carolina,Columbus,2002,56953,58098,-2.0,58098,5.5,22.3,17.7,50.7,63.9,30.5,3.5,0.4,0.1,1.7,4.9,60.3,88.5,3.0,5.8,79.2,12.2,4042,24.0,25908,71.5,6.3,84500,21758,2.52,19275,35761,25.0,1011,11496,-2.3,3246,4584,0.0,0.0,0.0,0.0,1.8,26.7,887699,234208,527600,9769,41129,35,937.29,62.0,1671.5
1148,North Carolina,Craven,3184,104510,103505,1.0,103505,7.0,22.5,17.1,49.2,72.2,21.7,0.6,2.6,0.2,2.7,7.1,66.3,80.5,4.7,7.7,87.2,21.0,13147,21.0,45922,63.6,13.0,152400,39931,2.51,24260,47141,16.6,2144,26984,-3.6,5704,8734,0.0,0.0,2.0,0.4,2.0,26.2,0,827702,1111719,11512,142120,254,708.96,146.0,1671.5
1149,North Carolina,Cumberland,11052,326328,319431,2.2,319431,8.2,25.8,10.8,51.0,53.2,37.6,1.8,2.7,0.4,4.3,11.0,45.2,76.9,5.6,11.0,89.2,22.7,42332,21.5,143870,54.8,22.2,128700,121226,2.55,23067,45231,17.0,5664,93550,-0.9,16641,19749,23.7,1.3,5.8,0.0,2.6,32.9,0,920026,3897360,12624,0,870,652.32,489.7,1671.5
1150,North Carolina,Dare,2307,35104,33920,3.5,33920,5.3,19.6,18.7,50.6,94.0,3.0,0.6,0.6,0.1,1.8,6.8,87.9,86.4,5.9,7.5,91.5,30.6,3135,19.0,34004,70.7,11.6,293900,14624,2.33,30529,55481,8.8,1897,13601,2.3,4925,6997,0.0,0.0,0.7,0.0,0.0,22.6,98442,0,869102,25548,248321,234,383.42,88.5,1671.5
1151,North Carolina,Davidson,3878,164072,162878,0.7,162878,5.3,22.7,16.8,51.0,86.9,9.4,0.8,1.4,0.0,1.5,6.8,81.0,88.4,4.6,7.6,80.4,17.6,11671,23.7,73010,73.0,10.2,134000,64580,2.49,22549,43083,16.3,2754,44013,-0.1,10844,12926,3.3,0.0,0.0,0.0,0.0,26.4,2696737,0,1264173,8101,131833,290,552.68,294.7,1671.5
1152,North Carolina,Davie,1031,41434,41222,0.5,41240,5.1,21.9,19.3,51.1,90.4,6.5,0.6,0.8,0.0,1.6,6.4,84.9,92.6,4.2,7.4,85.4,24.9,3419,25.9,18197,80.6,5.2,162100,16234,2.52,26319,50139,13.4,782,8145,-1.7,2888,4018,0.0,0.0,0.0,0.0,0.0,26.4,1001617,139129,407832,10066,28967,82,264.11,156.2,1671.5
1153,North Carolina,Duplin,1450,59882,58505,2.4,58505,6.6,24.9,15.8,50.8,70.2,26.0,1.4,0.6,0.4,1.4,21.6,51.8,87.2,12.7,19.0,71.4,10.4,4154,23.8,25521,67.7,5.6,87600,22052,2.64,17122,34433,26.3,838,12340,-1.1,3094,3545,12.8,0.0,0.0,0.0,3.2,29.7,1621386,350190,412609,7879,42245,48,816.22,71.7,1671.5
1154,North Carolina,Durham,25584,294460,269974,9.1,267587,7.0,22.0,11.1,52.1,53.0,38.6,1.0,4.9,0.1,2.4,13.4,42.2,76.4,13.9,19.4,86.9,45.1,15057,21.5,128817,55.0,34.5,180600,111276,2.36,29347,51853,18.5,6795,166032,1.8,20690,22104,24.6,0.3,4.1,0.0,3.7,34.0,9359581,7657298,3135341,12257,729319,1591,285.98,935.7,1671.5
1155,North Carolina,Edgecombe,2058,54933,56551,-2.9,56552,6.4,23.2,16.9,53.6,40.1,57.7,0.7,0.3,0.2,1.1,4.2,37.0,85.7,2.5,3.9,79.5,10.5,3909,21.6,24673,62.9,14.4,80600,21021,2.6,16971,33960,25.2,749,12364,0.2,2576,3226,31.3,0.0,0.0,0.0,0.0,36.5,1226856,0,324723,6204,36390,31,505.34,111.9,1671.5
