,state,county,score
1421,Ohio,Tuscarawas,52586.25
1422,Ohio,Union,52586.25
1423,Ohio,Van Wert,52586.25
1424,Ohio,Vinton,52586.25
1425,Ohio,Warren,52586.25
1426,Ohio,Washington,52586.25
1427,Ohio,Wayne,52586.25
1428,Ohio,Williams,52586.25
1429,Ohio,Wood,52586.25
1430,Ohio,Wyandot,52586.25
1431,Oklahoma,Adair,9887.75
1432,Oklahoma,Alfalfa,9887.75
1433,Oklahoma,Atoka,9887.75
1434,Oklahoma,Beaver,9887.75
1435,Oklahoma,Beckham,9887.75
1436,Oklahoma,Blaine,9887.75
1437,Oklahoma,Bryan,9887.75
1438,Oklahoma,Caddo,9887.75
1439,Oklahoma,Canadian,9887.75
1440,Oklahoma,Carter,9887.75
1441,Oklahoma,Cherokee,9887.75
1442,Oklahoma,Choctaw,9887.75
1443,Oklahoma,Cimarron,9887.75
1444,Oklahoma,Cleveland,9887.75
1445,Oklahoma,Coal,9887.75
1446,Oklahoma,Comanche,9887.75
1447,Oklahoma,Cotton,9887.75
1448,Oklahoma,Craig,9887.75
1449,Oklahoma,Creek,9887.75
1450,Oklahoma,Custer,9887.75
1451,Oklahoma,Delaware,9887.75
1452,Oklahoma,Dewey,9887.75
1453,Oklahoma,Ellis,9887.75
1454,Oklahoma,Garfield,9887.75
1455,Oklahoma,Garvin,9887.75
1456,Oklahoma,Grady,9887.75
1457,Oklahoma,Grant,9887.75
1458,Oklahoma,Greer,9887.75
1459,Oklahoma,Harmon,9887.75
1460,Oklahoma,Harper,9887.75
1461,Oklahoma,Haskell,9887.75
1462,Oklahoma,Hughes,9887.75
1463,Oklahoma,Jackson,9887.75
1464,Oklahoma,Jefferson,9887.75
1465,Oklahoma,Johnston,9887.75
1466,Oklahoma,Kay,9887.75
1467,Oklahoma,Kingfisher,9887.75
1468,Oklahoma,Kiowa,9887.75
1469,Oklahoma,Latimer,9887.75
1470,Oklahoma,Lincoln,9887.75
1471,Oklahoma,Logan,9887.75
1472,Oklahoma,Love,9887.75
1473,Oklahoma,Major,9887.75
1474,Oklahoma,Marshall,9887.75
1475,Oklahoma,Mayes,9887.75
1476,Oklahoma,McClain,9887.75
1477,Oklahoma,McCurtain,9887.75
1478,Oklahoma,McIntosh,9887.75
1479,Oklahoma,Murray,9887.75
1480,Oklahoma,Muskogee,9887.75
1481,Oklahoma,Noble,9887.75
1482,Oklahoma,Nowata,9887.75
1483,Oklahoma,Okfuskee,9887.75
1484,Oklahoma,Oklahoma,9887.75
1485,Oklahoma,Okmulgee,9887.75
1486,Oklahoma,Osage,9887.75
1487,Oklahoma,Ottawa,9887.75
1488,Oklahoma,Pawnee,9887.75
1489,Oklahoma,Payne,9887.75
1490,Oklahoma,Pittsburg,9887.75
1491,Oklahoma,Pontotoc,9887.75
1492,Oklahoma,Pottawatomie,9887.75
1493,Oklahoma,Pushmataha,9887.75
1494,Oklahoma,Roger Mills,9887.75
1495,Oklahoma,Rogers,9887.75
1496,Oklahoma,Seminole,9887.75
1497,Oklahoma,Sequoyah,9887.75
1498,Oklahoma,Stephens,9887.75
1499,Oklahoma,Texas,9887.75
1500,Oklahoma,Tillman,9887.75
1501,Oklahoma,Tulsa,9887.75
1502,Oklahoma,Wagoner,9887.75
1503,Oklahoma,Washington,9887.75
1504,Oklahoma,Washita,9887.75
1505,Oklahoma,Woods,9887.75
1506,Oklahoma,Woodward,9887.75
1507,South Carolina,Abbeville,28801.75
1508,South Carolina,Aiken,28801.75
1509,South Carolina,Allendale,28801.75
1510,South Carolina,Anderson,28801.75
1511,South Carolina,Bamberg,28801.75
1512,South Carolina,Barnwell,28801.75
1513,South Carolina,Beaufort,28801.75
1514,South Carolina,Berkeley,28801.75
1515,South Carolina,Calhoun,28801.75
1516,South Carolina,Charleston,28801.75
1517,South Carolina,Cherokee,28801.75
1518,South Carolina,Chester,28801.75
1519,South Carolina,Chesterfield,28801.75
1520,South Carolina,Clarendon,28801.75
1521,South Carolina,Colleton,28801.75
1522,South Carolina,Darlington,28801.75
1523,South Carolina,Dillon,28801.75
1524,South Carolina,Dorchester,28801.75
1525,South Carolina,Edgefield,28801.75
1526,South Carolina,Fairfield,28801.75
1527,South Carolina,Florence,28801.75
1528,South Carolina,Georgetown,28801.75
1529,South Carolina,Greenville,28801.75
1530,South Carolina,Greenwood,28801.75
1531,South Carolina,Hampton,28801.75
1532,South Carolina,Horry,28801.75
1533,South Carolina,Jasper,28801.75
1534,South Carolina,Kershaw,28801.75
1535,South Carolina,Lancaster,28801.75
1536,South Carolina,Laurens,28801.75
1537,South Carolina,Lee,28801.75
1538,South Carolina,Lexington,28801.75
1539,South Carolina,Marion,28801.75
1540,South Carolina,Marlboro,28801.75
1541,South Carolina,McCormick,28801.75
1542,South Carolina,Newberry,28801.75
1543,South Carolina,Oconee,28801.75
1544,South Carolina,Orangeburg,28801.75
1545,South Carolina,Pickens,28801.75
1546,South Carolina,Richland,28801.75
1547,South Carolina,Saluda,28801.75
1548,South Carolina,Spartanburg,28801.75
1549,South Carolina,Sumter,28801.75
1550,South Carolina,Union,28801.75
1551,South Carolina,Williamsburg,28801.75
1552,South Carolina,York,28801.75
1553,Tennessee,Anderson,6443.5
1554,Tennessee,Bedford,6443.5
1555,Tennessee,Benton,6443.5
1556,Tennessee,Bledsoe,6443.5
1557,Tennessee,Blount,6443.5
1558,Tennessee,Bradley,6443.5
1559,Tennessee,Campbell,6443.5
1560,Tennessee,Cannon,6443.5
1561,Tennessee,Carroll,6443.5
1562,Tennessee,Carter,6443.5
1563,Tennessee,Cheatham,6443.5
1564,Tennessee,Chester,6443.5
1565,Tennessee,Claiborne,6443.5
1566,Tennessee,Clay,6443.5
1567,Tennessee,Cocke,6443.5
1568,Tennessee,Coffee,6443.5
1569,Tennessee,Crockett,6443.5
1570,Tennessee,Cumberland,6443.5
1571,Tennessee,Davidson,6443.5
1572,Tennessee,Decatur,6443.5
1573,Tennessee,Dickson,6443.5
1574,Tennessee,Dyer,6443.5
1575,Tennessee,Fayette,6443.5
1576,Tennessee,Fentress,6443.5
1577,Tennessee,Franklin,6443.5
1578,Tennessee,Gibson,6443.5
1579,Tennessee,Giles,6443.5
1580,Tennessee,Grainger,6443.5
1581,Tennessee,Greene,6443.5
1582,Tennessee,Grundy,6443.5
1583,Tennessee,Hamblen,6443.5
1584,Tennessee,Hamilton,6443.5
1585,Tennessee,Hancock,6443.5
1586,Tennessee,Hardeman,6443.5
1587,Tennessee,Hardin,6443.5
1588,Tennessee,Hawkins,6443.5
1589,Tennessee,Haywood,6443.5
1590,Tennessee,Henderson,6443.5
1591,Tennessee,Henry,6443.5
1592,Tennessee,Hickman,6443.5
1593,Tennessee,Houston,6443.5
1594,Tennessee,Humphreys,6443.5
1595,Tennessee,Jackson,6443.5
1596,Tennessee,Jefferson,6443.5
1597,Tennessee,Johnson,6443.5
1598,Tennessee,Knox,6443.5
1599,Tennessee,Lake,6443.5
1600,Tennessee,Lauderdale,6443.5
1601,Tennessee,Lawrence,6443.5
1602,Tennessee,Lewis,6443.5
1603,Tennessee,Lincoln,6443.5
1604,Tennessee,Loudon,6443.5
1605,Tennessee,Macon,6443.5
1606,Tennessee,Madison,6443.5
1607,Tennessee,Marion,6443.5
1608,Tennessee,Marshall,6443.5
1609,Tennessee,Maury,6443.5
1610,Tennessee,McMinn,6443.5
1611,Tennessee,McNairy,6443.5
1612,Tennessee,Meigs,6443.5
1613,Tennessee,Monroe,6443.5
1614,Tennessee,Montgomery,6443.5
1615,Tennessee,Moore,6443.5
1616,Tennessee,Morgan,6443.5
1617,Tennessee,Obion,6443.5
1618,Tennessee,Overton,6443.5
1619,Tennessee,Perry,6443.5
1620,Tennessee,Pickett,6443.5
1621,Tennessee,Polk,6443.5
1622,Tennessee,Putnam,6443.5
1623,Tennessee,Rhea,6443.5
1624,Tennessee,Roane,6443.5
1625,Tennessee,Robertson,6443.5
1626,Tennessee,Rutherford,6443.5
1627,Tennessee,Scott,6443.5
1628,Tennessee,Sequatchie,6443.5
1629,Tennessee,Sevier,6443.5
1630,Tennessee,Shelby,6443.5
1631,Tennessee,Smith,6443.5
1632,Tennessee,Stewart,6443.5
1633,Tennessee,Sullivan,6443.5
1634,Tennessee,Sumner,6443.5
1635,Tennessee,Tipton,6443.5
1636,Tennessee,Trousdale,6443.5
1637,Tennessee,Unicoi,6443.5
1638,Tennessee,Union,6443.5
1639,Tennessee,Van Buren,6443.5
1640,Tennessee,Warren,6443.5
1641,Tennessee,Washington,6443.5
1642,Tennessee,Wayne,6443.5
1643,Tennessee,Weakley,6443.5
1644,Tennessee,White,6443.5
1645,Tennessee,Williamson,6443.5
1646,Tennessee,Wilson,6443.5
1647,Texas,Anderson,44031.75
1648,Texas,Andrews,44031.75
1649,Texas,Angelina,44031.75
1650,Texas,Aransas,44031.75
1651,Texas,Archer,44031.75
1652,Texas,Armstrong,44031.75
1653,Texas,Atascosa,44031.75
1654,Texas,Austin,44031.75
1655,Texas,Bailey,44031.75
1656,Texas,Bandera,44031.75
1657,Texas,Bastrop,44031.75
1658,Texas,Baylor,44031.75
1659,Texas,Bee,44031.75
1660,Texas,Bell,44031.75
1661,Texas,Bexar,44031.75
1662,Texas,Blanco,44031.75
1663,Texas,Borden,44031.75
1664,Texas,Bosque,44031.75
1665,Texas,Bowie,44031.75
1666,Texas,Brazoria,44031.75
1667,Texas,Brazos,44031.75
1668,Texas,Brewster,44031.75
1669,Texas,Briscoe,44031.75
1670,Texas,Brooks,44031.75
1671,Texas,Brown,44031.75
1672,Texas,Burleson,44031.75
1673,Texas,Burnet,44031.75
1674,Texas,Caldwell,44031.75
1675,Texas,Calhoun,44031.75
1676,Texas,Callahan,44031.75
1677,Texas,Cameron,44031.75
1678,Texas,Camp,44031.75
1679,Texas,Carson,44031.75
1680,Texas,Cass,44031.75
1681,Texas,Castro,44031.75
1682,Texas,Chambers,44031.75
1683,Texas,Cherokee,44031.75
1684,Texas,Childress,44031.75
1685,Texas,Clay,44031.75
1686,Texas,Cochran,44031.75
1687,Texas,Coke,44031.75
1688,Texas,Coleman,44031.75
1689,Texas,Collin,44031.75
1690,Texas,Collingsworth,44031.75
1691,Texas,Colorado,44031.75
1692,Texas,Comal,44031.75
1693,Texas,Comanche,44031.75
1694,Texas,Concho,44031.75
1695,Texas,Cooke,44031.75
1696,Texas,Coryell,44031.75
1697,Texas,Cottle,44031.75
1698,Texas,Crane,44031.75
1699,Texas,Crockett,44031.75
1700,Texas,Crosby,44031.75
1701,Texas,Culberson,44031.75
1702,Texas,Dallam,44031.75
1703,Texas,Dallas,44031.75
1704,Texas,Dawson,44031.75
1705,Texas,Deaf Smith,44031.75
1706,Texas,Delta,44031.75
1707,Texas,Denton,44031.75
1708,Texas,De Witt,44031.75
1709,Texas,Dickens,44031.75
1710,Texas,Dimmit,44031.75
1711,Texas,Donley,44031.75
1712,Texas,Duval,44031.75
1713,Texas,Eastland,44031.75
1714,Texas,Ector,44031.75
1715,Texas,Edwards,44031.75
1716,Texas,Ellis,44031.75
1717,Texas,El Paso,44031.75
1718,Texas,Erath,44031.75
1719,Texas,Falls,44031.75
1720,Texas,Fannin,44031.75
1721,Texas,Fayette,44031.75
1722,Texas,Fisher,44031.75
1723,Texas,Floyd,44031.75
1724,Texas,Foard,44031.75
1725,Texas,Fort Bend,44031.75
1726,Texas,Franklin,44031.75
1727,Texas,Freestone,44031.75
1728,Texas,Frio,44031.75
1729,Texas,Gaines,44031.75
1730,Texas,Garza,44031.75
1731,Texas,Gillespie,44031.75
1732,Texas,Glasscock,44031.75
1733,Texas,Goliad,44031.75
1734,Texas,Gonzales,44031.75
1735,Texas,Gray,44031.75
1736,Texas,Grayson,44031.75
1737,Texas,Gregg,44031.75
1738,Texas,Grimes,44031.75
1739,Texas,Guadalupe,44031.75
1740,Texas,Hale,44031.75
1741,Texas,Hall,44031.75
1742,Texas,Hamilton,44031.75
1743,Texas,Hansford,44031.75
1744,Texas,Hardeman,44031.75
1745,Texas,Hardin,44031.75
1746,Texas,Harris,44031.75
1747,Texas,Harrison,44031.75
1748,Texas,Hartley,44031.75
1749,Texas,Haskell,44031.75
1750,Texas,Hays,44031.75
1751,Texas,Hemphill,44031.75
1752,Texas,Henderson,44031.75
1753,Texas,Hidalgo,44031.75
1754,Texas,Hill,44031.75
1755,Texas,Hockley,44031.75
1756,Texas,Hood,44031.75
1757,Texas,Hopkins,44031.75
1758,Texas,Houston,44031.75
1759,Texas,Howard,44031.75
1760,Texas,Hudspeth,44031.75
1761,Texas,Hunt,44031.75
1762,Texas,Hutchinson,44031.75
1763,Texas,Irion,44031.75
1764,Texas,Jack,44031.75
1765,Texas,Jackson,44031.75
1766,Texas,Jasper,44031.75
1767,Texas,Jeff Davis,44031.75
1768,Texas,Jefferson,44031.75
1769,Texas,Jim Hogg,44031.75
1770,Texas,Jim Wells,44031.75
1771,Texas,Johnson,44031.75
1772,Texas,Jones,44031.75
1773,Texas,Karnes,44031.75
1774,Texas,Kaufman,44031.75
1775,Texas,Kendall,44031.75
1776,Texas,Kenedy,44031.75
1777,Texas,Kent,44031.75
1778,Texas,Kerr,44031.75
1779,Texas,Kimble,44031.75
1780,Texas,King,44031.75
1781,Texas,Kinney,44031.75
1782,Texas,Kleberg,44031.75
1783,Texas,Knox,44031.75
1784,Texas,Lamar,44031.75
1785,Texas,Lamb,44031.75
1786,Texas,Lampasas,44031.75
1787,Texas,La Salle,44031.75
1788,Texas,Lee,44031.75
1789,Texas,Leon,44031.75
1790,Texas,Liberty,44031.75
1791,Texas,Limestone,44031.75
1792,Texas,Lipscomb,44031.75
1793,Texas,Live Oak,44031.75
1794,Texas,Llano,44031.75
1795,Texas,Loving,44031.75
1796,Texas,Lubbock,44031.75
1797,Texas,Lynn,44031.75
1798,Texas,Madison,44031.75
1799,Texas,Marion,44031.75
1800,Texas,Martin,44031.75
1801,Texas,Mason,44031.75
1802,Texas,Matagorda,44031.75
1803,Texas,Maverick,44031.75
1804,Texas,McCulloch,44031.75
1805,Texas,McLennan,44031.75
1806,Texas,McMullen,44031.75
1807,Texas,Medina,44031.75
1808,Texas,Menard,44031.75
1809,Texas,Midland,44031.75
1810,Texas,Milam,44031.75
1811,Texas,Mills,44031.75
1812,Texas,Mitchell,44031.75
1813,Texas,Montague,44031.75
1814,Texas,Montgomery,44031.75
1815,Texas,Moore,44031.75
1816,Texas,Morris,44031.75
1817,Texas,Motley,44031.75
1818,Texas,Nacogdoches,44031.75
1819,Texas,Navarro,44031.75
1820,Texas,Newton,44031.75
1821,Texas,Nolan,44031.75
1822,Texas,Nueces,44031.75
1823,Texas,Ochiltree,44031.75
1824,Texas,Oldham,44031.75
1825,Texas,Orange,44031.75
1826,Texas,Palo Pinto,44031.75
1827,Texas,Panola,44031.75
1828,Texas,Parker,44031.75
1829,Texas,Parmer,44031.75
1830,Texas,Pecos,44031.75
1831,Texas,Polk,44031.75
1832,Texas,Potter,44031.75
1833,Texas,Presidio,44031.75
1834,Texas,Rains,44031.75
1835,Texas,Randall,44031.75
1836,Texas,Reagan,44031.75
1837,Texas,Real,44031.75
1838,Texas,Red River,44031.75
1839,Texas,Reeves,44031.75
1840,Texas,Refugio,44031.75
1841,Texas,Roberts,44031.75
1842,Texas,Robertson,44031.75
1843,Texas,Rockwall,44031.75
1844,Texas,Runnels,44031.75
1845,Texas,Rusk,44031.75
1846,Texas,Sabine,44031.75
1847,Texas,San Augustine,44031.75
1848,Texas,San Jacinto,44031.75
1849,Texas,San Patricio,44031.75
1850,Texas,San Saba,44031.75
1851,Texas,Schleicher,44031.75
1852,Texas,Scurry,44031.75
1853,Texas,Shackelford,44031.75
1854,Texas,Shelby,44031.75
1855,Texas,Sherman,44031.75
1856,Texas,Smith,44031.75
1857,Texas,Somervell,44031.75
1858,Texas,Starr,44031.75
1859,Texas,Stephens,44031.75
1860,Texas,Sterling,44031.75
1861,Texas,Stonewall,44031.75
1862,Texas,Sutton,44031.75
1863,Texas,Swisher,44031.75
1864,Texas,Tarrant,44031.75
1865,Texas,Taylor,44031.75
1866,Texas,Terrell,44031.75
1867,Texas,Terry,44031.75
1868,Texas,Throckmorton,44031.75
1869,Texas,Titus,44031.75
1870,Texas,Tom Green,44031.75
1871,Texas,Travis,44031.75
1872,Texas,Trinity,44031.75
1873,Texas,Tyler,44031.75
1874,Texas,Upshur,44031.75
1875,Texas,Upton,44031.75
1876,Texas,Uvalde,44031.75
1877,Texas,Val Verde,44031.75
1878,Texas,Van Zandt,44031.75
1879,Texas,Victoria,44031.75
1880,Texas,Walker,44031.75
1881,Texas,Waller,44031.75
1882,Texas,Ward,44031.75
1883,Texas,Washington,44031.75
1884,Texas,Webb,44031.75
1885,Texas,Wharton,44031.75
1886,Texas,Wheeler,44031.75
1887,Texas,Wichita,44031.75
1888,Texas,Wilbarger,44031.75
1889,Texas,Willacy,44031.75
1890,Texas,Williamson,44031.75
1891,Texas,Wilson,44031.75
1892,Texas,Winkler,44031.75
1893,Texas,Wise,44031.75
1894,Texas,Wood,44031.75
1895,Texas,Yoakum,44031.75
1896,Texas,Young,44031.75
1897,Texas,Zapata,44031.75
1898,Texas,Zavala,44031.75
1899,Utah,Beaver,37965.0
1900,Utah,Box Elder,37965.0
1901,Utah,Cache,37965.0
1902,Utah,Carbon,37965.0
1903,Utah,Daggett,37965.0
1904,Utah,Davis,37965.0
1905,Utah,Duchesne,37965.0
1906,Utah,Emery,37965.0
1907,Utah,Garfield,37965.0
1908,Utah,Grand,37965.0
1909,Utah,Iron,37965.0
1910,Utah,Juab,37965.0
1911,Utah,Kane,37965.0
1912,Utah,Millard,37965.0
1913,Utah,Morgan,37965.0
1914,Utah,Piute,37965.0
1915,Utah,Rich,37965.0
1916,Utah,Salt Lake,37965.0
1917,Utah,San Juan,37965.0
1918,Utah,Sanpete,37965.0
1919,Utah,Sevier,37965.0
1920,Utah,Summit,37965.0
1921,Utah,Tooele,37965.0
1922,Utah,Uintah,37965.0
1923,Utah,Utah,37965.0
1924,Utah,Wasatch,37965.0
1925,Utah,Washington,37965.0
1926,Utah,Wayne,37965.0
1927,Utah,Weber,37965.0
1928,Vermont,Addison,616.5
1929,Vermont,Bennington,616.5
1930,Vermont,Chittenden,616.5
1931,Vermont,Essex,616.5
1932,Vermont,Franklin,616.5
1933,Vermont,Grand Isle,616.5
1934,Vermont,Orange,616.5
1935,Vermont,Rutland,616.5
1936,Vermont,Washington,616.5
1937,Vermont,Windham,616.5
1938,Vermont,Windsor,616.5
1939,Virginia,Albemarle,1660.5
1940,Virginia,Alleghany,1660.5
1941,Virginia,Amelia,1660.5
1942,Virginia,Amherst,1660.5
1943,Virginia,Appomattox,1660.5
1944,Virginia,Arlington,1660.5
1945,Virginia,Augusta,1660.5
1946,Virginia,Bath,1660.5
1947,Virginia,Bedford,1660.5
1948,Virginia,Bland,1660.5
1949,Virginia,Botetourt,1660.5
1950,Virginia,Brunswick,1660.5
1951,Virginia,Buchanan,1660.5
1952,Virginia,Buckingham,1660.5
1953,Virginia,Campbell,1660.5
1954,Virginia,Caroline,1660.5
1955,Virginia,Carroll,1660.5
1956,Virginia,Charles City,1660.5
1957,Virginia,Charlotte,1660.5
1958,Virginia,Chesterfield,1660.5
1959,Virginia,Clarke,1660.5
1960,Virginia,Craig,1660.5
1961,Virginia,Culpeper,1660.5
1962,Virginia,Cumberland,1660.5
1963,Virginia,Dickenson,1660.5
1964,Virginia,Dinwiddie,1660.5
1965,Virginia,Essex,1660.5
1966,Virginia,Fairfax,1660.5
1967,Virginia,Fauquier,1660.5
1968,Virginia,Floyd,1660.5
1969,Virginia,Fluvanna,1660.5
1970,Virginia,Franklin,1660.5
1971,Virginia,Frederick,1660.5
1972,Virginia,Giles,1660.5
1973,Virginia,Gloucester,1660.5
1974,Virginia,Goochland,1660.5
1975,Virginia,Grayson,1660.5
1976,Virginia,Greene,1660.5
1977,Virginia,Greensville,1660.5
1978,Virginia,Halifax,1660.5
1979,Virginia,Hampton,1660.5
1980,Virginia,Hanover,1660.5
1981,Virginia,Henrico,1660.5
1982,Virginia,Henry,1660.5
1983,Virginia,Highland,1660.5
1984,Virginia,Isle of Wight,1660.5
1985,Virginia,James City,1660.5
1986,Virginia,King and Queen,1660.5
1987,Virginia,King George,1660.5
1988,Virginia,King William,1660.5
1989,Virginia,Lancaster,1660.5
1990,Virginia,Lee,1660.5
1991,Virginia,Loudoun,1660.5
1992,Virginia,Louisa,1660.5
1993,Virginia,Lunenburg,1660.5
1994,Virginia,Madison,1660.5
1995,Virginia,Mathews,1660.5
1996,Virginia,Mecklenburg,1660.5
1997,Virginia,Middlesex,1660.5
1998,Virginia,Montgomery,1660.5
1999,Virginia,Nelson,1660.5
2000,Virginia,New Kent,1660.5
2001,Virginia,Newport News,1660.5
2002,Virginia,Norfolk,1660.5
2003,Virginia,Northampton,1660.5
2004,Virginia,Northumberland,1660.5
2005,Virginia,Nottoway,1660.5
2006,Virginia,Orange,1660.5
2007,Virginia,Page,1660.5
2008,Virginia,Patrick,1660.5
2009,Virginia,Pittsylvania,1660.5
2010,Virginia,Powhatan,1660.5
2011,Virginia,Prince Edward,1660.5
2012,Virginia,Prince George,1660.5
2013,Virginia,Prince William,1660.5
2014,Virginia,Pulaski,1660.5
2015,Virginia,Rappahannock,1660.5
2016,Virginia,Richmond,1660.5
2017,Virginia,Roanoke,1660.5
2018,Virginia,Rockbridge,1660.5
2019,Virginia,Rockingham,1660.5
2020,Virginia,Russell,1660.5
2021,Virginia,Scott,1660.5
2022,Virginia,Shenandoah,1660.5
2023,Virginia,Smyth,1660.5
2024,Virginia,Southampton,1660.5
2025,Virginia,Spotsylvania,1660.5
2026,Virginia,Stafford,1660.5
2027,Virginia,Suffolk,1660.5
2028,Virginia,Surry,1660.5
2029,Virginia,Sussex,1660.5
2030,Virginia,Tazewell,1660.5
2031,Virginia,Virginia Beach,1660.5
2032,Virginia,Warren,1660.5
2033,Virginia,Washington,1660.5
2034,Virginia,Westmoreland,1660.5
2035,Virginia,Wise,1660.5
2036,Virginia,Wythe,1660.5
2037,Virginia,York,1660.5
2038,New Hampshire,Belknap,0.0
2039,New Hampshire,Carroll,0.0
2040,New Hampshire,Cheshire,0.0
2041,New Hampshire,Coos,0.0
2042,New Hampshire,Grafton,0.0
2043,New Hampshire,Hillsborough,0.0
2044,New Hampshire,Merrimack,0.0
2045,New Hampshire,Rockingham,0.0
2046,New Hampshire,Strafford,0.0
2047,New Hampshire,Sullivan,0.0
2048,New York,Albany,0.0
2049,New York,Allegany,0.0
2050,New York,Bronx,0.0
2051,New York,Broome,0.0
2052,New York,Cattaraugus,0.0
2053,New York,Cayuga,0.0
2054,New York,Chautauqua,0.0
2055,New York,Chemung,0.0
2056,New York,Chenango,0.0
2057,New York,Clinton,0.0
2058,New York,Columbia,0.0
2059,New York,Cortland,0.0
2060,New York,Delaware,0.0
2061,New York,Dutchess,0.0
2062,New York,Erie,0.0
2063,New York,Essex,0.0
2064,New York,Franklin,0.0
2065,New York,Fulton,0.0
2066,New York,Genesee,0.0
2067,New York,Greene,0.0
2068,New York,Hamilton,0.0
2069,New York,Herkimer,0.0
2070,New York,Jefferson,0.0
2071,New York,Kings,0.0
2072,New York,Lewis,0.0
2073,New York,Livingston,0.0
2074,New York,Madison,0.0
2075,New York,Monroe,0.0
2076,New York,Montgomery,0.0
2077,New York,Nassau,0.0
2078,New York,New York,0.0
2079,New York,Niagara,0.0
2080,New York,Oneida,0.0
2081,New York,Onondaga,0.0
2082,New York,Ontario,0.0
2083,New York,Orange,0.0
2084,New York,Orleans,0.0
2085,New York,Oswego,0.0
2086,New York,Otsego,0.0
2087,New York,Putnam,0.0
2088,New York,Queens,0.0
2089,New York,Rensselaer,0.0
2090,New York,Richmond,0.0
2091,New York,Rockland,0.0
2092,New York,St. Lawrence,0.0
2093,New York,Saratoga,0.0
2094,New York,Schenectady,0.0
2095,New York,Schoharie,0.0
2096,New York,Schuyler,0.0
2097,New York,Seneca,0.0
2098,New York,Steuben,0.0
2099,New York,Suffolk,0.0
2100,New York,Sullivan,0.0
2101,New York,Tioga,0.0
2102,New York,Tompkins,0.0
2103,New York,Ulster,0.0
2104,New York,Warren,0.0
2105,New York,Washington,0.0
2106,New York,Wayne,0.0
2107,New York,Westchester,0.0
2108,New York,Wyoming,0.0
2109,New York,Yates,0.0
