sn,neg,neu,pos,compound
3270,0,1,0,0
3271,0,1,0,0
3272,0,0.806,0.194,0.481
3272,0,1,0,0
3273,0,0.819,0.181,0.4767
3273,0,1,0,0
3273,0.294,0.706,0,-0.1695
3274,0.12,0.88,0,-0.4588
3275,0,0.775,0.225,0.4404
3275,0.286,0.714,0,-0.3412
3276,0,0.84,0.16,0.3167
3277,0.081,0.691,0.228,0.7096
3278,0,1,0,0
3279,0.148,0.852,0,-0.3818
3280,0,0.818,0.182,0.481
3281,0,0.818,0.182,0.481
3282,0,0.798,0.202,0.5859
3282,0,0.612,0.388,0.5859
3282,0,1,0,0
3283,0.12,0.88,0,-0.4588
3284,0,1,0,0
3284,0.411,0.589,0,-0.5411
3284,0.237,0.323,0.44,0.4389
3285,0.259,0.741,0,-0.4215
3285,0,1,0,0
3286,0.12,0.88,0,-0.4588
3287,0.12,0.88,0,-0.4588
3288,0.148,0.852,0,-0.3818
3289,0.397,0.603,0,-0.7645
3289,0,1,0,0
3290,0,0.746,0.254,0.7003
3291,0,0.806,0.194,0.481
3291,0,1,0,0
3292,0.13,0.87,0,-0.4588
3293,0,0.806,0.194,0.481
3293,0,1,0,0
3294,0,1,0,0
3295,0.148,0.852,0,-0.3818
3296,0,0.806,0.194,0.481
3296,0,1,0,0
3297,0.064,0.731,0.204,0.6798
3298,0.203,0.797,0,-0.4215
3298,0.286,0.714,0,-0.34
3299,0,0.806,0.194,0.481
3299,0,1,0,0
3300,0,0.806,0.194,0.481
3300,0,1,0,0
3301,0,0.806,0.194,0.481
3301,0,1,0,0
3302,0,1,0,0
3303,0,0.81,0.19,0.5777
3303,0,1,0,0
3304,0,0.818,0.182,0.481
3305,0,1,0,0
3306,0,0.793,0.207,0.481
3306,0,1,0,0
3307,0,0.806,0.194,0.481
3307,0,1,0,0
3308,0.148,0.852,0,-0.3818
3309,0.148,0.852,0,-0.3818
3310,0,0.806,0.194,0.481
3310,0,1,0,0
3311,0,1,0,0
3312,0.503,0.497,0,-0.7959
3312,0,1,0,0
3312,0.454,0.546,0,-0.3595
3313,0,1,0,0
3314,0,0.859,0.141,0.4215
3315,0.587,0.413,0,-0.7959
3315,0,1,0,0
3315,0.454,0.546,0,-0.3595
3316,0.146,0.728,0.126,-0.1027
3317,0,0.806,0.194,0.481
3317,0,1,0,0
3318,0,0.834,0.166,0.5563
3319,0,0.837,0.163,0.481
3320,0.148,0.852,0,-0.3818
3321,0,0.759,0.241,0.6597
3322,0.161,0.699,0.14,-0.1027
3323,0.161,0.699,0.14,-0.1027
3324,0.161,0.699,0.14,-0.1027
3325,0.161,0.699,0.14,-0.1027
3326,0.161,0.699,0.14,-0.1027
3327,0.161,0.699,0.14,-0.1027
3328,0.161,0.699,0.14,-0.1027
3329,0.161,0.699,0.14,-0.1027
3330,0,0.837,0.163,0.5719
3331,0.184,0.816,0,-0.4019
3331,0,1,0,0
3332,0,0.806,0.194,0.481
3332,0,1,0,0
3333,0,0.678,0.322,0.5707
3333,0,1,0,0
3334,0.187,0.553,0.26,0.3291
3335,0,0.86,0.14,0.3818
3335,0,1,0,0
3336,0,0.764,0.236,0.7579
3337,0.412,0.588,0,-0.4215
3337,0,0.798,0.202,0.4199
3337,0,1,0,0
3338,0.203,0.797,0,-0.4215
3338,0.286,0.714,0,-0.34
3339,0.148,0.852,0,-0.3818
3340,0,0.86,0.14,0.3818
3340,0,1,0,0
3341,0.148,0.852,0,-0.3818
3342,0,0.841,0.159,0.5563
3343,0,0.61,0.39,0.7506
3343,0,0.602,0.398,0.5106
3343,0.231,0.769,0,-0.0516
3343,0,1,0,0
3344,0,1,0,0
3344,0.268,0.732,0,-0.296
3345,0,1,0,0
3346,0,1,0,0
3347,0.203,0.797,0,-0.4215
3347,0.286,0.714,0,-0.34
3348,0,0.841,0.159,0.5563
3349,0.094,0.703,0.203,0.34
3349,0.194,0.806,0,-0.0516
3349,0,1,0,0
3350,0.204,0.676,0.12,-0.3885
3350,0.55,0.45,0,-0.7088
3350,1,0,0,-0.7177
3350,0,1,0,0
3351,0,1,0,0
3352,0.167,0.833,0,-0.3818
3353,0,1,0,0
3353,0,0.682,0.318,0.4215
3354,0.148,0.852,0,-0.3818
3355,0.148,0.852,0,-0.3818
3356,0,1,0,0
3356,0,0.682,0.318,0.4215
3357,0.148,0.852,0,-0.3818
3358,0,1,0,0
3358,0.268,0.732,0,-0.296
3359,0.148,0.852,0,-0.3818
3360,0.148,0.852,0,-0.3818
3361,0.148,0.852,0,-0.3818
3362,0,0.872,0.128,0.4215
3363,0.148,0.852,0,-0.3818
3364,0,0.891,0.109,0.3477
3365,0,1,0,0
3365,0.268,0.732,0,-0.296
3366,0.253,0.747,0,-0.6597
3367,0.194,0.806,0,-0.5574
3367,0,1,0,0
3368,0,0.896,0.104,0.2732
3369,0.148,0.852,0,-0.3818
3370,0.087,0.913,0,-0.2924
3370,0,1,0,0
3371,0.148,0.852,0,-0.3818
3372,0.148,0.852,0,-0.3818
3373,0.157,0.843,0,-0.3818
3374,0,1,0,0
3375,0,1,0,0
3375,0,0.708,0.292,0.3182
3376,0,1,0,0
3377,0,0.763,0.237,0.4215
3378,0,1,0,0
3378,0.386,0.614,0,-0.6597
3379,0,1,0,0
3380,0,0.58,0.42,0.4404
3380,0,1,0,0
3381,0,0,1,0.5983
3381,0.063,0.822,0.115,0.2561
3381,0.778,0.222,0,-0.5423
3382,0,1,0,0
3383,0,0.86,0.14,0.3818
3383,0,1,0,0
3384,0,1,0,0
3385,0.194,0.711,0.095,-0.3612
3385,0,1,0,0
3386,0.079,0.847,0.073,-0.0258
3386,0,1,0,0
3387,0.524,0.476,0,-0.8313
3387,0,0.589,0.411,0.4926
3388,0,1,0,0
3388,0,0.649,0.351,0.4019
3389,0,1,0,0
3389,0.127,0.694,0.179,0.2244
3390,0,0,0,0
3390,0.127,0.694,0.179,0.2244
3390,0,1,0,0
3391,0,1,0,0
3392,0,1,0,0
3392,0.268,0.732,0,-0.296
3393,0,1,0,0
3393,0.268,0.732,0,-0.296
3394,0.173,0.693,0.134,-0.2023
3395,0.094,0.703,0.203,0.34
3395,0.194,0.806,0,-0.0516
3395,0,1,0,0
3396,0.105,0.654,0.242,0.4767
3396,0,1,0,0
3397,0,1,0,0
3397,0,0.802,0.198,0.5719
3398,0,1,0,0
3399,0.203,0.797,0,-0.4215
3399,0.286,0.714,0,-0.34
3400,0.042,0.659,0.299,0.8143
3401,0,1,0,0
3402,0.339,0.661,0,-0.4717
3402,0,1,0,0
3403,0,0.805,0.195,0.4404
3403,0,1,0,0
3404,0.042,0.659,0.299,0.8143
3405,0.156,0.844,0,-0.34
3406,0,0.927,0.073,0.144
3407,0,1,0,0
3408,0,1,0,0
3409,0.203,0.797,0,-0.4215
3409,0.286,0.714,0,-0.34
3410,0,0.797,0.203,0.4215
3410,0.176,0.56,0.264,0.2732
3410,0,1,0,0
3411,0,1,0,0
3412,0,0.776,0.224,0.5994
3413,0.116,0.751,0.133,0.0956
3414,0,1,0,0
3415,0.203,0.797,0,-0.4215
3415,0.286,0.714,0,-0.34
3416,0,1,0,0
3417,0,0.667,0.333,0.7901
3417,0,1,0,0
3418,0,1,0,0
3419,0.094,0.703,0.203,0.34
3419,0.194,0.806,0,-0.0516
3419,0,1,0,0
3420,0.114,0.726,0.16,0.2244
3420,0,0,0,0
3421,0.203,0.797,0,-0.4215
3421,0.286,0.714,0,-0.34
3422,0.171,0.62,0.209,0.128
3422,0,1,0,0
3423,0,0.828,0.172,0.481
3423,0,1,0,0
3424,0,1,0,0
3425,0,1,0,0
3425,0.268,0.732,0,-0.296
3426,0,1,0,0
3426,0,0.682,0.318,0.4215
3427,0,0.847,0.153,0.4019
3428,0.237,0.763,0,-0.4215
3428,0.255,0.745,0,-0.34
3429,0,1,0,0
3430,0,0.86,0.14,0.3818
3430,0,1,0,0
3431,0,1,0,0
3432,0.179,0.821,0,-0.5423
3433,0.273,0.727,0,-0.8176
3434,0,0.61,0.39,0.7506
3434,0,0.602,0.398,0.5106
3434,0.231,0.769,0,-0.0516
3434,0,1,0,0
3435,0,0.61,0.39,0.7506
3435,0,0.602,0.398,0.5106
3435,0.231,0.769,0,-0.0516
3435,0,1,0,0
3436,0,1,0,0
3437,0,0.667,0.333,0.3612
3437,0,0.791,0.209,0.4404
3438,0,0.917,0.083,0.2498
3439,0,0.909,0.091,0.2498
3440,0,0.667,0.333,0.7901
3440,0,1,0,0
3441,0,1,0,0
3442,0,1,0,0
3442,0,0.741,0.259,0.4215
3443,0.116,0.749,0.136,0.1091
3444,0,1,0,0
3444,0.411,0.589,0,-0.5411
3444,0.237,0.323,0.44,0.4389
3445,0.142,0.858,0,-0.3595
3445,0,1,0,0
3446,0,0.828,0.172,0.481
3446,0,1,0,0
3447,0.157,0.664,0.179,-0.0987
3448,0,1,0,0
3448,0,0.682,0.318,0.4215
3449,0,1,0,0
3449,0.565,0.435,0,-0.5994
3450,0,1,0,0
3451,0.434,0.566,0,-0.4703
3451,0.118,0.882,0,-0.0516
3451,0.355,0.645,0,-0.5106
3452,0,0.806,0.194,0.481
3452,0,1,0,0
3453,0.141,0.796,0.063,-0.4853
3454,0,0.806,0.194,0.481
3454,0,1,0,0
3455,0.135,0.739,0.126,-0.0516
3456,0,0.806,0.194,0.481
3456,0,1,0,0
3457,0.184,0.712,0.104,-0.3612
3458,0,0.806,0.194,0.481
3458,0,1,0,0
3459,0,0.61,0.39,0.7506
3459,0,0.602,0.398,0.5106
3459,0.231,0.769,0,-0.0516
3459,0,1,0,0
3460,0,0.809,0.191,0.7351
3461,0,0.806,0.194,0.481
3461,0,1,0,0
3462,0,0.806,0.194,0.481
3462,0,1,0,0
3463,0,1,0,0
3464,0,0.806,0.194,0.481
3464,0,1,0,0
3465,0,1,0,0
3465,0.161,0.839,0,-0.3612
3466,0.279,0.721,0,-0.434
3466,0,1,0,0
3467,0.07,0.704,0.226,0.6377
3468,0,0.86,0.14,0.3818
3468,0,1,0,0
3469,0.195,0.719,0.086,-0.4939
3470,0,1,0,0
3471,0,0.828,0.172,0.481
3472,0,1,0,0
3473,0,0.703,0.297,0.5859
3473,0.239,0.761,0,-0.296
3473,0,1,0,0
3474,0.108,0.779,0.113,0.0314
3475,0.07,0.704,0.226,0.6377
3476,0,0.847,0.153,0.4404
3477,0.142,0.858,0,-0.3595
3477,0,1,0,0
3478,0,0.787,0.213,0.4019
3478,0,1,0,0
3479,0,0.61,0.39,0.7506
3479,0,0.602,0.398,0.5106
3479,0.231,0.769,0,-0.0516
3479,0,1,0,0
3480,0,0.818,0.182,0.481
3480,0,1,0,0
3481,0,1,0,0
3482,0,1,0,0
3483,0,0.703,0.297,0.5859
3483,0.262,0.476,0.262,0
3483,0,1,0,0
3484,0,1,0,0
3485,0.142,0.858,0,-0.3595
3485,0,1,0,0
3486,0,0.818,0.182,0.481
3486,0,1,0,0
3487,0,1,0,0
3488,0.28,0.637,0.083,-0.4767
3488,0,1,0,0
3488,0.552,0.448,0,-0.5719
3489,0,0.61,0.39,0.7506
3489,0,0.602,0.398,0.5106
3489,0.231,0.769,0,-0.0516
3489,0,1,0,0
3490,0,1,0,0
3491,0,0.806,0.194,0.481
3491,0,1,0,0
3492,0,1,0,0
3493,0,0.826,0.174,0.2732
3493,0,1,0,0
3494,0,0.806,0.194,0.481
3494,0,1,0,0
3495,0,0.841,0.159,0.5563
3496,0,0.793,0.207,0.481
3496,0,1,0,0
3497,0,0.891,0.109,0.4215
3498,0.094,0.703,0.203,0.34
3498,0.194,0.806,0,-0.0516
3498,0,1,0,0
3499,0,1,0,0
3500,0,0.86,0.14,0.3818
3500,0,1,0,0
3501,0,1,0,0
3501,0.289,0.395,0.316,0.0688
3502,0,0.55,0.45,0.8016
3502,0,1,0,0
3503,0,0.545,0.455,0.3612
3503,0,0.828,0.172,0.4404
3504,0,1,0,0
3504,0.649,0.351,0,-0.5719
3505,0,0.818,0.182,0.481
3505,0,1,0,0
3506,0.07,0.704,0.226,0.6377
3507,0,0.806,0.194,0.481
3507,0,1,0,0
3508,0,0.86,0.14,0.3818
3508,0,1,0,0
3509,0,1,0,0
3509,0,0.9,0.1,0.2235
3510,0,0.818,0.182,0.481
3510,0,1,0,0
3511,0,0.806,0.194,0.481
3511,0,1,0,0
3512,0,0.806,0.194,0.481
3512,0,1,0,0
3513,0,0.843,0.157,0.3818
3513,0,1,0,0
3514,0,1,0,0
3515,0,0.806,0.194,0.481
3515,0,1,0,0
3516,0,1,0,0
3516,0,0.38,0.62,0.5994
3517,0,0.806,0.194,0.481
3517,0,1,0,0
3518,0,0.806,0.194,0.481
3518,0,1,0,0
3519,0,0.806,0.194,0.481
3519,0,1,0,0
3520,0,0.806,0.194,0.481
3520,0,1,0,0
3521,0,0.815,0.185,0.5267
3521,0,1,0,0
3522,0.094,0.703,0.203,0.34
3522,0.194,0.806,0,-0.0516
3522,0,1,0,0
3523,0,0.828,0.172,0.481
3523,0,1,0,0
3524,0.233,0.767,0,-0.5523
3525,0,0.859,0.141,0.4215
3525,0,0.588,0.412,0.1027
3526,0.094,0.703,0.203,0.34
3526,0.194,0.806,0,-0.0516
3526,0,1,0,0
3527,0,0.806,0.194,0.481
3527,0,1,0,0
3528,0,0.814,0.186,0.1531
3528,0.383,0.617,0,-0.4767
3528,0,1,0,0
3529,0.06,0.94,0,-0.1027
3530,0,0.632,0.368,0.7901
3530,0,1,0,0
3530,0,0,0,0
3531,0.16,0.801,0.038,-0.6705
3532,0,1,0,0
3532,0,0.706,0.294,0.3612
3533,0,0.883,0.117,0.3382
3534,0.237,0.657,0.106,-0.5574
3535,0,1,0,0
3536,0,0.793,0.207,0.481
3536,0,1,0,0
3537,0,0.793,0.207,0.481
3537,0,1,0,0
3538,0.094,0.703,0.203,0.34
3538,0.194,0.806,0,-0.0516
3538,0,1,0,0
3539,0.094,0.703,0.203,0.34
3539,0.194,0.806,0,-0.0516
3539,0,1,0,0
3540,0.146,0.728,0.126,-0.1027
3541,0,0.806,0.194,0.481
3541,0,1,0,0
3542,0.111,0.648,0.241,0.34
3542,0.194,0.806,0,-0.0516
3542,0,1,0,0
3543,0.158,0.548,0.295,0.25
3543,0.268,0.732,0,-0.296
3544,0,0.61,0.39,0.7506
3544,0,0.602,0.398,0.5106
3544,0.231,0.769,0,-0.0516
3544,0,1,0,0
3545,0.16,0.801,0.038,-0.6705
3546,0,0.805,0.195,0.4404
3546,0,1,0,0
3547,0.16,0.801,0.038,-0.6705
3548,0.16,0.801,0.038,-0.6705
3549,0.172,0.787,0.041,-0.6705
3550,0,1,0,0
3551,0,0.805,0.195,0.4404
3551,0,1,0,0
3552,0,0.714,0.286,0.25
3552,0.145,0.855,0,-0.296
3552,0,0,1,0.25
3553,0,0.61,0.39,0.7506
3553,0,0.602,0.398,0.5106
3553,0.231,0.769,0,-0.0516
3553,0,1,0,0
3554,0,0.806,0.194,0.481
3554,0,1,0,0
3555,0,0.828,0.172,0.481
3555,0,1,0,0
3556,0.07,0.704,0.226,0.6377
3557,0,0.841,0.159,0.4278
3558,0,1,0,0
3559,0,0.9,0.1,0.2732
3560,0,1,0,0
3560,0,0.737,0.263,0.3612
3561,0,0.61,0.39,0.7506
3561,0,0.602,0.398,0.5106
3561,0.231,0.769,0,-0.0516
3561,0,1,0,0
3562,0.096,0.739,0.165,0.3818
3563,0,0.806,0.194,0.481
3563,0,1,0,0
3564,0,1,0,0
3564,0.244,0.756,0,-0.4404
3565,0,1,0,0
3565,0.649,0.351,0,-0.5719
3566,0,0.806,0.194,0.481
3566,0,1,0,0
3567,0.07,0.704,0.226,0.6377
3568,0,0.828,0.172,0.481
3568,0,1,0,0
3569,0,0.61,0.39,0.7506
3569,0,0.602,0.398,0.5106
3569,0.231,0.769,0,-0.0516
3569,0,1,0,0
3570,0,1,0,0
3570,0.338,0.662,0,-0.68
3571,0.114,0.726,0.16,0.2244
3571,0,0,0,0
3572,0,0.671,0.329,0.5994
3572,0,1,0,0
3572,0.561,0.439,0,-0.3724
3573,0,0.85,0.15,0.4019
3574,0.108,0.709,0.183,0.25
3574,0,1,0,0
3575,0.07,0.704,0.226,0.6377
3576,0.07,0.704,0.226,0.6377
3577,0,1,0,0
3578,0.07,0.704,0.226,0.6377
3579,0,0.803,0.197,0.4926
3579,0,0.143,0.857,0.7184
3580,0,0.805,0.195,0.4404
3580,0,1,0,0
3581,0,1,0,0
3581,0,0.737,0.263,0.6124
3582,0,1,0,0
3582,0.244,0.756,0,-0.4404
3583,0.07,0.704,0.226,0.6377
3584,0,0.805,0.195,0.4404
3584,0,1,0,0
3585,0,1,0,0
3585,0.18,0.82,0,-0.3875
3586,0.07,0.704,0.226,0.6377
3587,0.081,0.691,0.228,0.7096
3588,0,0.828,0.172,0.481
3588,0,1,0,0
3589,0.07,0.704,0.226,0.6377
3590,0,0.61,0.39,0.7506
3590,0,0.602,0.398,0.5106
3590,0.231,0.769,0,-0.0516
3590,0,1,0,0
3591,0,1,0,0
3591,0,0.647,0.353,0.7184
3592,0.07,0.704,0.226,0.6377
3593,0.086,0.671,0.243,0.7096
3594,0.07,0.704,0.226,0.6377
3595,0,1,0,0
3596,0,1,0,0
3597,0,1,0,0
3597,0,0.647,0.353,0.7184
3598,0.424,0.435,0.141,-0.5574
3598,0.363,0.637,0,-0.4805
3598,0,1,0,0
3598,0,0,0,0
3599,0,0.828,0.172,0.481
3599,0,1,0,0
3600,0,0.61,0.39,0.7506
3600,0,0.602,0.398,0.5106
3600,0.231,0.769,0,-0.0516
3600,0,1,0,0
3601,0,0.828,0.172,0.481
3601,0,1,0,0
3602,0,0.556,0.444,0.7506
3602,0,0.602,0.398,0.5106
3602,0.231,0.769,0,-0.0516
3602,0,0.492,0.508,0.4767
3603,0.424,0.435,0.141,-0.5574
3603,0.363,0.637,0,-0.4805
3603,0,1,0,0
3603,0,0,0,0
3604,0.286,0.714,0,-0.7184
3604,0.495,0.215,0.29,-0.4404
3605,0,1,0,0
3606,0,1,0,0
3607,0,1,0,0
3607,0,0.737,0.263,0.3612
3608,0,1,0,0
3608,0,0.737,0.263,0.3612
3609,0.127,0.694,0.179,0.2244
3609,0,0,0,0
3610,0,0.537,0.463,0.8807
3611,0,1,0,0
3611,0,0.737,0.263,0.3612
3612,0,1,0,0
3612,0.804,0.196,0,-0.4767
3613,0,1,0,0
3613,0,0.89,0.11,0.2732
3614,0.151,0.514,0.334,0.5927
3614,0,1,0,0
3615,0,0.879,0.121,0.4404
3616,0,1,0,0
3616,0,0.737,0.263,0.3612
3617,0,0.828,0.172,0.481
3617,0,1,0,0
3618,0.277,0.723,0,-0.4717
3618,0.361,0.639,0,-0.5255
3618,0,1,0,0
3619,0,1,0,0
3620,0,0.736,0.264,0.5106
3620,0,1,0,0
3621,0,0.885,0.115,0.4574
3621,0,0,0,0
3622,0,0.62,0.38,0.5994
3622,0,1,0,0
3622,0.561,0.439,0,-0.3724
3623,0,1,0,0
3624,0,1,0,0
3624,0.204,0.796,0,-0.4717
3625,0,1,0,0
3626,0,0.909,0.091,0.0772
3626,0,1,0,0
3626,0.375,0.625,0,-0.4588
3627,0,1,0,0
3627,0.204,0.796,0,-0.3182
3628,0,1,0,0
3628,0.245,0.755,0,-0.3818
3629,0,1,0,0
3629,0.674,0.326,0,-0.6289
3629,0.344,0.656,0,-0.2732
3630,0.134,0.69,0.176,0.0258
3631,0,0.815,0.185,0.3612
3631,0,1,0,0
3632,0,1,0,0
3632,0,0.345,0.655,0.5859
3633,0,0.756,0.244,0.4404
3633,0,1,0,0
3634,0,0.805,0.195,0.4404
3634,0,1,0,0
3635,0,1,0,0
3636,0.188,0.812,0,-0.5719
3636,0.521,0.211,0.268,-0.3802
3636,0,0,0,0
3637,0.177,0.733,0.091,-0.4588
3638,0,0.684,0.316,0.75
3638,0,1,0,0
3639,0,0.806,0.194,0.481
3639,0,1,0,0
3640,0,1,0,0
3641,0,0.827,0.173,0.5859
3642,0,1,0,0
3643,0,1,0,0
3644,0,1,0,0
3645,0,0.806,0.194,0.481
3645,0,1,0,0
3646,0.188,0.812,0,-0.5719
3646,0.521,0.211,0.268,-0.3802
3646,0,0,0,0
3647,0,0.709,0.291,0.5719
3647,0.127,0.873,0,-0.1531
3648,0,1,0,0
3648,0,0.647,0.353,0.7184
3649,0,0.806,0.194,0.481
3649,0,1,0,0
3650,0,0.885,0.115,0.4574
3650,0,0,0,0
3651,0,0.806,0.194,0.481
3651,0,1,0,0
3652,0.142,0.858,0,-0.3595
3652,0,1,0,0
3653,0,0.806,0.194,0.481
3653,0,1,0,0
3654,0,0.793,0.207,0.481
3654,0,1,0,0
3655,0,0.703,0.297,0.5859
3655,0.239,0.761,0,-0.296
3655,0,1,0,0
3656,0.171,0.62,0.209,0.128
3656,0,1,0,0
3657,0,1,0,0
3658,0.125,0.712,0.164,0.0258
3659,0,0.726,0.274,0.7506
3660,0,0.806,0.194,0.481
3660,0,1,0,0
3661,0.089,0.911,0,-0.2846
3662,0,1,0,0
3663,0,1,0,0
3663,0,0.572,0.428,0.4574
3664,0,1,0,0
3665,0,1,0,0
3666,0,1,0,0
3667,0,1,0,0
3667,0,0.417,0.583,0.6369
3668,0,1,0,0
3669,0,0.752,0.248,0.7412
3670,0,0.703,0.297,0.5859
3670,0.239,0.761,0,-0.296
3670,0,1,0,0
3671,0,0.806,0.194,0.481
3671,0,1,0,0
3672,0,0.806,0.194,0.481
3672,0,1,0,0
3673,0.062,0.938,0,-0.1139
3674,0,0,0,0
3674,0,1,0,0
3675,0,1,0,0
3676,0,0.806,0.194,0.481
3676,0,1,0,0
3677,0,0.806,0.194,0.481
3677,0,1,0,0
3678,0.196,0.804,0,-0.296
3678,0.096,0.611,0.293,0.6705
3679,0,0.806,0.194,0.481
3679,0,1,0,0
3680,0.299,0.701,0,-0.7508
3680,0,1,0,0
3681,0.255,0.745,0,-0.34
3681,0,1,0,0
3682,0,1,0,0
3683,0,1,0,0
3684,0,0.806,0.194,0.481
3684,0,1,0,0
3685,0,0.806,0.194,0.481
3685,0,1,0,0
3686,0,0.885,0.115,0.4574
3686,0,0,0,0
3687,0,1,0,0
3688,0.171,0.62,0.209,0.128
3688,0,1,0,0
3689,0,1,0,0
3689,0.278,0.722,0,-0.4019
3690,0.142,0.858,0,-0.3595
3690,0,1,0,0
3691,0,1,0,0
3692,0,1,0,0
3693,0,1,0,0
3693,0,0.706,0.294,0.3612
3694,0,1,0,0
3695,0,0.805,0.195,0.4404
3695,0,1,0,0
3696,0,1,0,0
3697,0,1,0,0
3698,0,1,0,0
3699,0,0.845,0.155,0.481
3700,0.167,0.833,0,-0.4215
3700,0,1,0,0
3701,0,0.828,0.172,0.481
3701,0,1,0,0
3702,0,1,0,0
3703,0.343,0.657,0,-0.5707
3703,0.254,0.746,0,-0.6229
3704,0,0.806,0.194,0.481
3704,0,1,0,0
3705,0,1,0,0
3706,0,0.828,0.172,0.481
3707,0,0.894,0.106,0.3818
3708,0,1,0,0
3709,0,1,0,0
3710,0,1,0,0
3711,0,0.806,0.194,0.481
3711,0,1,0,0
3712,0,0.806,0.194,0.481
3712,0,1,0,0
3713,0,0.649,0.351,0.4019
3713,0,1,0,0
3713,0.531,0.469,0,-0.5267
3714,0,0.806,0.194,0.481
3714,0,1,0,0
3715,0,1,0,0
3715,0,0.807,0.193,0.3382
3716,0,1,0,0
3717,0,1,0,0
3718,0.138,0.714,0.148,0.0516
3718,0,1,0,0
3719,0,1,0,0
3720,0,1,0,0
3721,0,0.806,0.194,0.481
3721,0,1,0,0
3722,0,1,0,0
3723,0,0.806,0.194,0.481
3723,0,1,0,0
3724,0.202,0.55,0.248,0.128
3724,0.154,0.846,0,-0.4767
3725,0,0.806,0.194,0.481
3725,0,1,0,0
3726,0,1,0,0
3726,0.268,0.732,0,-0.296
3727,0,0.806,0.194,0.481
3727,0,1,0,0
3728,0,0.806,0.194,0.481
3728,0,1,0,0
3729,0,1,0,0
3730,0,0.806,0.194,0.481
3730,0,1,0,0
3731,0,0.806,0.194,0.481
3731,0,1,0,0
3732,0,0.806,0.194,0.481
3732,0,1,0,0
3733,0,1,0,0
3734,0,1,0,0
3734,0,0.706,0.294,0.3612
3735,0,0.806,0.194,0.481
3735,0,1,0,0
3736,0,0.825,0.175,0.34
3737,0,1,0,0
3738,0,0.806,0.194,0.481
3738,0,1,0,0
3739,0,0,0,0
3739,0,1,0,0
3740,0.069,0.857,0.074,0.0258
3740,0,1,0,0
3741,0,1,0,0
3741,0,0.345,0.655,0.5859
3742,0,0.806,0.194,0.481
3742,0,1,0,0
3743,0,1,0,0
3744,0,1,0,0
3745,0,0.706,0.294,0.3612
3746,0,0.866,0.134,0.4767
3746,0,0.571,0.429,0.4588
3747,0,1,0,0
3748,0.142,0.858,0,-0.3595
3748,0,1,0,0
3749,0,1,0,0
3749,0.268,0.732,0,-0.296
3750,0,0.779,0.221,0.6597
3751,0,1,0,0
3752,0,0.884,0.116,0.2732
3753,0,1,0,0
3753,0.268,0.732,0,-0.296
3754,0,0.834,0.166,0.5538
3754,0,1,0,0
3755,0,0.885,0.115,0.4574
3755,0,0,0,0
3756,0.096,0.803,0.1,0.0258
3757,0,0.68,0.32,0.5106
3757,0,0.655,0.345,0.7003
3758,0.188,0.812,0,-0.5719
3758,0.521,0.211,0.268,-0.3802
3758,0,0,0,0
3759,0,1,0,0
3760,0,0.748,0.252,0.4019
3760,0,1,0,0
3761,0,1,0,0
3761,0,0.803,0.197,0.6597
3762,0.065,0.754,0.181,0.6428
3762,0,1,0,0
3763,0,0.795,0.205,0.7343
3764,0,1,0,0
3765,0,0.915,0.085,0.2144
3765,0,1,0,0
3766,0,1,0,0
3767,0,1,0,0
3767,0,0.345,0.655,0.5859
3768,0.305,0.596,0.099,-0.6289
3768,0,0.58,0.42,0.4404
3769,0.065,0.754,0.181,0.6428
3769,0,1,0,0
3770,0.207,0.793,0,-0.5267
3770,0,0.57,0.43,0.7207
3771,0,1,0,0
3772,0.339,0.661,0,-0.4717
3772,0.361,0.639,0,-0.5255
3772,0,1,0,0
3773,0.339,0.661,0,-0.4717
3773,0.361,0.639,0,-0.5255
3773,0,1,0,0
3774,0.339,0.661,0,-0.4717
3774,0.361,0.639,0,-0.5255
3774,0,1,0,0
3775,0.339,0.661,0,-0.4717
3775,0.361,0.639,0,-0.5255
3775,0,1,0,0
3776,0.339,0.661,0,-0.4717
3776,0.361,0.639,0,-0.5255
3776,0,1,0,0
3777,0.211,0.789,0,-0.34
3777,0,1,0,0
3778,0,0.714,0.286,0.4215
3778,0.154,0.699,0.147,-0.0258
3778,0,1,0,0
3779,0,1,0,0
3780,0.183,0.715,0.102,-0.3309
3781,0,0.562,0.438,0.8313
3781,0.116,0.403,0.481,0.8455
3782,0,1,0,0
3783,0,0.854,0.146,0.4404
3783,0,0.532,0.468,0.6588
3784,0.065,0.754,0.181,0.6428
3784,0,1,0,0
3785,0,0.778,0.222,0.25
3785,0,1,0,0
3785,0.264,0.33,0.406,0.1838
3786,0,0.714,0.286,0.25
3786,0,1,0,0
3786,0.264,0.33,0.406,0.1838
3787,0,1,0,0
3788,0,1,0,0
3789,0,1,0,0
3789,0.262,0.738,0,-0.4926
3790,0,1,0,0
3791,0.097,0.805,0.097,0
3792,0,1,0,0
3793,0.069,0.857,0.074,0.0258
3793,0,1,0,0
3794,0,1,0,0
3795,0.111,0.889,0,-0.3875
3795,0,1,0,0
3796,0.111,0.889,0,-0.3875
3796,0,1,0,0
3797,0,1,0,0
3798,0,1,0,0
3799,0.173,0.443,0.384,0.5927
3799,0,1,0,0
3800,0.213,0.787,0,-0.4019
3800,0,1,0,0
3801,0,0.906,0.094,0.3818
3802,0,1,0,0
3803,0,0.696,0.304,0.5859
3803,0,0.469,0.531,0.5267
